probe,p_val,t_stat,p_adj
220030_at,1.9147130519104758e-11,-7.619128795564866,4.0046798940914463e-11
213994_s_at,1.9249120612815194e-11,7.371154122346597,4.020518916537525e-11
205554_s_at,2.1211828577993664e-11,-7.328028065512096,4.424429094401676e-11
1568765_at,2.285196433616188e-11,7.792230648686282,4.76004862566855e-11
220376_at,2.3385231080041482e-11,-7.472316408557831,4.8645093455901505e-11
208250_s_at,2.6084113253967132e-11,-7.306774425791406,5.418558669175534e-11
205476_at,2.73279071585807e-11,-7.319151650617068,5.66924469644811e-11
242626_at,2.7462042731006863e-11,-7.336945220331482,5.6893623032708396e-11
226304_at,2.7978669672980243e-11,7.822023632355956,5.788559901261182e-11
205428_s_at,2.9711200827120915e-11,7.865475400140927,6.138710994105549e-11
1554195_a_at,3.044411634470609e-11,7.887784941967352,6.281663358995286e-11
210119_at,3.120100737241278e-11,7.735767407363763,6.429171236495824e-11
215077_at,3.279526778346135e-11,7.9415918959735485,6.748596098989156e-11
219872_at,3.459973622390426e-11,7.329206042688064,7.110361900509721e-11
228766_at,3.638134861903324e-11,7.62281474511601,7.466467122753336e-11
223987_at,4.155567549744191e-11,7.8774184243838254,8.51696642390677e-11
206898_at,4.1717948334397356e-11,7.930574095734839,8.538793970583202e-11
229125_at,4.281220910006375e-11,7.804641430223119,8.75106704034681e-11
207249_s_at,4.933768980676442e-11,-7.504214379813531,1.0071467079220844e-10
205907_s_at,5.271460712086977e-11,7.950442209977994,1.0746479827170655e-10
236225_at,5.450717199193475e-11,-7.160467944639112,1.1097138340379268e-10
1555938_x_at,5.950703091035781e-11,7.728629077655125,1.209897268575801e-10
203881_s_at,5.960392645815828e-11,7.317620058431395,1.210260098241914e-10
229546_at,6.227024130087095e-11,-7.3160458232093655,1.2627250255845486e-10
205475_at,6.335196713197638e-11,7.766582596051644,1.2829611333208446e-10
207074_s_at,6.482838499770956e-11,-7.149428082255751,1.3111262540487892e-10
207957_s_at,6.902193721678535e-11,7.360954157889436,1.3940974390355986e-10
1553275_s_at,7.388416971901323e-11,7.702029447064775,1.4903381270067097e-10
229254_at,7.677801017443801e-11,-7.081592381581852,1.546672810224534e-10
207317_s_at,7.792754877382762e-11,7.848153843317475,1.5677671113367946e-10
208170_s_at,8.65575120961497e-11,-7.1325150559227675,1.7391017194121418e-10
239258_at,8.914954851970066e-11,7.4399674858557585,1.7888330115814116e-10
235086_at,1.0530736770179215e-10,7.412431200110278,2.1102824600974316e-10
237169_at,1.1540392482411195e-10,7.678061065017988,2.3095870445191555e-10
227870_at,1.2524394996577974e-10,7.179450346175923,2.503243960804292e-10
213993_at,1.529698565539745e-10,6.95251630620113,3.053413955464602e-10
233109_at,1.5888565272233984e-10,7.383724595845394,3.1673689364310193e-10
228885_at,1.6629136793182865e-10,7.604835387016059,3.3106903030380973e-10
213537_at,1.7328528144141393e-10,6.979188309854243,3.445451505023438e-10
232119_at,1.7439243607512774e-10,7.618154881746615,3.4629678291961163e-10
208126_s_at,1.8921545946115166e-10,-6.943378960751042,3.752446482318953e-10
229659_s_at,1.9053048496586916e-10,-7.206226482457538,3.7736374189229713e-10
219791_s_at,1.9511192498421554e-10,7.58141550183361,3.859384459313101e-10
204584_at,1.986739859504232e-10,7.369363471967109,3.9197148516765197e-10
220005_at,1.9862630063238317e-10,7.093405672431396,3.9197148516765197e-10
205884_at,2.1739542017856067e-10,7.028304788226425,4.283557120892875e-10
242736_at,2.2576345464856698e-10,7.207052121321106,4.4427229957192293e-10
220301_at,2.3234116037574743e-10,7.180003092028421,4.566294178886641e-10
1560396_at,2.364409416728513e-10,7.303628934518469,4.6409113038607095e-10
229947_at,2.5549822075587343e-10,7.035219037931905,5.00855026859465e-10
244026_at,2.56349525561548e-10,7.056227174548317,5.018812322694757e-10
206199_at,2.634258742105777e-10,-6.9072390036136735,5.150766454870939e-10
241897_at,2.68773610157733e-10,6.944638695096397,5.248627514687362e-10
204364_s_at,3.2584874658936205e-10,7.211526612635406,6.35508829335431e-10
209613_s_at,3.3156123930944557e-10,7.086731315271023,6.458272994691618e-10
219230_at,3.799524173847425e-10,7.116206118040907,7.391450457637112e-10
204533_at,3.9739395705532436e-10,6.811196478766072,7.720940967661187e-10
228731_at,4.2187559428383175e-10,6.789688938986036,8.179992177755297e-10
240110_at,4.2208973353538113e-10,-6.763347312085523,8.179992177755297e-10
228133_s_at,4.426694851979559e-10,7.356752281208486,8.567977014387744e-10
206211_at,4.451283066877271e-10,7.180231365250646,8.604689867915533e-10
206561_s_at,4.741586864940413e-10,-6.800940275113763,9.154312093598704e-10
224901_at,5.329929628562992e-10,6.705592901913956,1.0277232067166173e-9
241547_at,5.470511520346711e-10,-6.729907941813015,1.0535035393271465e-9
228504_at,6.415930146274601e-10,7.306901645421854,1.2340187253701526e-9
206439_at,6.907941784991422e-10,7.292488631230258,1.326983547405504e-9
221031_s_at,7.084544344704322e-10,6.689171140623975,1.3592026806694633e-9
233690_at,7.109328121956466e-10,6.763479846113926,1.3622504824424716e-9
206000_at,8.000194425947897e-10,-6.7843435174220925,1.5310372082657787e-9
227306_at,9.305583942164075e-10,-6.596344622367048,1.7786328358867914e-9
230318_at,1.0067633143313239e-9,-6.612403941669227,1.9218885713731383e-9
206198_s_at,1.0334673090130103e-9,-6.595117343472631,1.970409028765777e-9
201495_x_at,1.055696429408071e-9,7.136998249329976,2.0102876037608914e-9
213432_at,1.0609411815552461e-9,-6.5788262929021855,2.0177651539889216e-9
232504_at,1.0818555657811267e-9,-6.578216613766184,2.054988673958939e-9
227812_at,1.0921774196611867e-9,6.717066595980005,2.0720243240412354e-9
211848_s_at,1.2189714269027328e-9,-6.5686995663450585,2.3097094735001037e-9
1569433_at,1.2241971371240949e-9,-6.543760389686036,2.3167439022706914e-9
220723_s_at,1.2800689322193881e-9,-6.571287312093806,2.4194883150961522e-9
221207_s_at,1.2967681885996854e-9,6.648969588571971,2.4480297123873227e-9
203860_at,1.3797694363172137e-9,-6.534337706738184,2.6015110923665693e-9
238143_at,1.4080038535725297e-9,-6.52845393084815,2.6514808115861537e-9
207259_at,1.4849286121786678e-9,-6.519340441103294,2.792906271800418e-9
206577_at,1.5783158906098208e-9,7.001061335423731,2.964909973648633e-9
223435_s_at,1.6625260352799403e-9,6.5101684060226175,3.1192737255068488e-9
229623_at,2.2083514873683852e-9,6.494819939155421,4.138293913293755e-9
203915_at,2.2692239088977487e-9,6.482083872649361,4.247166020198598e-9
232298_at,2.3107651404856445e-9,6.95793932735708,4.3196354457674256e-9
204913_s_at,2.45608580369218e-9,6.912327394627182,4.585691909088692e-9
229070_at,2.7447036648784648e-9,-6.3811090120966085,5.118320719767271e-9
210078_s_at,2.7899013056021234e-9,6.829715018543727,5.196276032696899e-9
209469_at,2.9388067046512547e-9,6.943149903021779,5.46696605689073e-9
220724_at,3.1236771478704173e-9,-6.411325822635451,5.803822467705836e-9
209612_s_at,3.4623202589107793e-9,6.551463106887913,6.4252270501726095e-9
226147_s_at,3.517175521043133e-9,-6.6986278886386925,6.519123150989148e-9
216005_at,4.5918862342913745e-9,6.695698466375415,8.500819618742558e-9
235004_at,4.790225718164017e-9,6.507487650613069,8.857289341194578e-9
212768_s_at,4.853239908391795e-9,-6.432298776151819,8.96297985494311e-9
204338_s_at,5.330855024997946e-9,6.462337633071212,9.833179570207054e-9
231693_at,5.378089584912925e-9,-6.24580970256887,9.908369620338975e-9
204591_at,6.004544729832764e-9,6.423253669012426,1.104922834299755e-8
242093_at,6.929414999060199e-9,-6.220287351496912,1.2735815562498397e-8
231814_at,7.3823453361359455e-9,-6.181177632998932,1.3552003248949798e-8
203000_at,7.798545826225594e-9,6.410981305425985,1.4298890610720222e-8
209465_x_at,9.200548724110739e-9,6.462143784051742,1.6849330259107107e-8
207814_at,1.0404118004925978e-8,-6.11157732629622,1.9008000794202474e-8
241994_at,1.039196651572108e-8,-6.111385180543307,1.9008000794202474e-8
226587_at,1.1091344850807381e-8,6.148912686796517,2.0220490701139452e-8
232277_at,1.1094194767444245e-8,-6.107226358209048,2.0220490701139452e-8
206149_at,1.1385351338601212e-8,-6.093280361996183,2.0726483828059996e-8
240038_at,1.1864515422964051e-8,6.288889842306542,2.1573127212064087e-8
206664_at,1.2122687796313236e-8,-6.080821108443298,2.201641164431265e-8
213418_at,1.2421832947615656e-8,6.117836796656388,2.253296948199001e-8
1552870_s_at,1.3177358803269636e-8,-6.102346504459707,2.3875190920480254e-8
228338_at,1.3844697973159034e-8,-6.077723993013769,2.505464845970033e-8
227084_at,1.4015345777423451e-8,6.2414509903229956,2.5325887029378985e-8
227458_at,1.4027663096612265e-8,6.21009230435685,2.5325887029378985e-8
220432_s_at,1.4112491158008016e-8,-6.111110799283929,2.5449027047008565e-8
229400_at,1.4193161803137369e-8,6.151877501999969,2.5564389083062722e-8
227148_at,1.5199164987940645e-8,6.241958876594334,2.7344208691582992e-8
204422_s_at,1.5496385778307892e-8,6.227103732872901,2.7846204960785663e-8
205242_at,1.6216442453659716e-8,6.141589288328637,2.910594770990976e-8
228407_at,1.7933906247356977e-8,6.367310809167317,3.2150831925882354e-08
203001_s_at,1.8083746777301347e-8,6.2231950630859405,3.238153955093376e-8
204365_s_at,1.885675813662458e-8,6.296116107481616,3.372628119996756e-8
236219_at,1.919658611351085e-8,-6.008134762781849,3.4294017899399196e-8
223235_s_at,1.9439835418524734e-8,6.003046494367734,3.468809793212281e-8
219836_at,1.9744943835449164e-8,6.3045994839407005,3.519151223757004e-8
209470_s_at,2.3051042109051848e-8,6.426395322651424,4.103621566157951e-8
205898_at,2.370539855090515e-8,6.1526379211544295,4.2152108224664095e-8
205009_at,2.540309523332323e-8,-6.049031693582341,4.511849048981191e-8
220812_s_at,2.5462906732288065e-8,-5.9330196171307525,4.517231773711822e-8
204607_at,2.5799121656018356e-8,-5.998426161687766,4.571580469370845e-8
205943_at,2.680900033497338e-8,5.917001544104696,4.745038093970433e-8
229435_at,2.6856171658182863e-8,5.942856032262052,4.7478982458057695e-8
229649_at,2.8382399649747874e-8,5.967798696014466,5.0119323948978075e-8
234994_at,3.1614065947448e-8,5.9106592470904245,5.576167622758397e-8
1554190_s_at,4.401692948780917e-8,-5.878232085765428,7.754881363157173e-8
205815_at,4.49413495622476e-8,-5.809334648172562,7.908644388482882e-8
204304_s_at,4.619627741270614e-8,-6.003180786414406,8.120149336263271e-8
227769_at,5.1297871713153284e-8,5.832476942512295,9.006541467068541e-8
226439_s_at,5.1482954715398386e-8,5.868556070567748,9.028683123628285e-8
215703_at,5.173955730875031e-8,-5.791649122182328,9.063302315754775e-8
230372_at,5.223469527964247e-8,5.917246532547637,9.1395792540723e-8
210674_s_at,5.5587239151057765e-8,5.787554895891201,9.715075700944e-8
239884_at,5.661773494100912e-8,-5.771997706044152,9.883894206919608e-8
215268_at,5.801813643754087e-8,5.8910019323720455,1.011682994144363e-7
238751_at,6.226243296684254e-8,6.0628245466051105,1.0844571657819788e-7
213131_at,6.276861371533183e-8,5.779236498323601,1.0920312227065116e-7
213369_at,7.656070824780181e-8,-5.706010735174951,1.330470423693355e-7
206432_at,9.835501430137579e-8,5.848128953791936,1.7072735475669652e-7
203908_at,1.0229966002973869e-7,-5.638303128106567,1.773734762237032e-7
236028_at,1.1350195621256242e-7,5.80446587706357,1.965740893228881e-7
205513_at,1.2424119064097644e-7,-5.670943645890981,2.1493024053258184e-7
213895_at,1.2786291723779336e-7,5.643615787285259,2.2094596646846685e-7
236430_at,1.2979005306846457e-7,-5.600634740139552,2.2402319193666205e-7
205654_at,1.3770509548870768e-7,-5.57528028700913,2.3741723107343633e-7
205472_s_at,1.4269603866492955e-7,-5.653135690990139,2.4574537142408e-7
1553613_s_at,1.5017441477543918e-7,5.601764635070996,2.583337404732555e-7
206262_at,1.5923910799792054e-7,-5.538268287636878,2.736196120592776e-7
210933_s_at,1.9714849295518796e-7,5.506177495336395,3.383793079757766e-7
206209_s_at,2.0052006854187655e-7,-5.591688357626797,3.4378076700740535e-7
205799_s_at,2.1475213727676334e-7,-5.482342021266628,3.677690404594236e-7
1555019_at,2.204449098845937e-7,-5.474063698652517,3.7709626484169045e-7
228915_at,2.2892336638012456e-7,-5.603706848468076,3.9116258250889587e-7
207392_x_at,2.305176762905375e-7,-5.480145534005725,3.934476726876398e-7
220446_s_at,2.5712170164521146e-7,-5.4700832533935335,4.383667318695086e-7
220834_at,2.6993811487668866e-7,-5.465134019805705,4.597055104295999e-7
210133_at,2.739581819114755e-7,5.462122599152921,4.6603330722940996e-7
209301_at,2.748814704316141e-7,-5.429021478481146,4.670849403227538e-7
227742_at,2.7571104337135025e-7,5.418879621720974,4.679751745028129e-7
213953_at,2.9226205598762293e-7,-5.681860403998941,4.955185024552056e-7
219937_at,2.950965367132603e-7,-5.501503104336748,4.997707939247805e-7
217388_s_at,3.132400196709079e-7,5.39555990455996,5.299121216753148e-7
1555772_a_at,3.136423536938423e-7,-5.393902981295112,5.300071120367247e-7
237515_at,3.2654796173430005e-7,-5.392454029172247,5.512071989142375e-7
238378_at,3.481387836025125e-7,-5.394240731938807,5.870049313826505e-7
217564_s_at,4.0665937464489634e-7,-5.394654245519289,6.849235451939892e-7
235592_at,4.0714896547019524e-7,5.467518752865751,6.849945781701856e-7
219288_at,4.1850057218611136e-7,5.350622806057495,7.03319841950534e-7
229339_at,4.241592804845946e-7,5.6139050559103385,7.12048090374906e-7
205311_at,4.2535090490212495e-7,-5.419169282162771,7.132664133681855e-7
221974_at,4.498901322450699e-7,5.361694953073083,7.535905825680547e-7
205514_at,5.663352992021905e-7,5.279965662499835,9.476058394301133e-7
206595_at,5.698796677121539e-7,5.523841601704296,9.524953834795935e-7
207217_s_at,5.7750294429981e-7,-5.390786894024414,9.641843050414495e-7
210147_at,6.094465870621273e-7,-5.2455764482260925,1.0164081969413037e-6
235210_s_at,6.758345733657648e-7,-5.222571836285608,1.12590068751141e-6
206157_at,6.801118165488562e-7,5.452441504890677,1.1317947729742378e-6
232530_at,6.816998945708931e-7,-5.231650941646633,1.133205796512527e-6
232099_at,6.828024964316594e-7,5.24577689605489,1.1338076160920506e-6
241762_at,8.698960009536717e-7,5.271022053519764,1.4429152518527317e-6
238017_at,8.751117127739003e-7,-5.2408994908449,1.4499957059056723e-6
205795_at,8.948824450772521e-7,5.203633815147817,1.4811513766629978e-6
204920_at,9.148525652676932e-7,-5.200513293016146,1.5125694140657e-6
201849_at,9.206460659180698e-7,5.160548875801316,1.520506070032972e-6
205501_at,9.39413989592461e-7,5.151833581049686,1.5498306229160105e-6
205207_at,1.0349994711834895e-6,5.237029192792722,1.7056880413153095e-6
230645_at,1.045802236781209e-6,-5.1314110981822925,1.7216378758193881e-6
205792_at,1.1700981669708545e-6,5.369208798648546,1.924189359433274e-6
206858_s_at,1.195819677344875e-6,5.093208884941456,1.96437760302039e-6
206268_at,1.2144461995772468e-6,-5.170630245965109,1.9928372256728457e-6
213438_at,1.2184439567503721e-6,5.208183654255999,1.9972566357439184e-6
207200_at,1.3463149635283701e-6,-5.143300463915802,2.2045007584619623e-6
213371_at,1.3772079258992241e-6,5.338943384744042,2.2526766394783247e-6
203691_at,1.3969538162474932e-6,-5.093114291435742,2.2825360647544418e-6
232315_at,1.4216895357580205e-6,5.099021582585317,2.320476203886492e-6
237206_at,1.5022977445791885e-6,5.220971357047727,2.4494332768378462e-6
236121_at,1.5137623776581764e-6,5.110632955929245,2.465500212973051e-6
231940_at,1.6006582712616283e-6,5.0376288517085435,2.60425910021419e-6
206067_s_at,1.6966755355374313e-6,5.059133039599578,2.7575480306876936e-6
219685_at,1.890362427930166e-6,5.095815173212403,3.069082584476229e-6
235048_at,2.194933338848312e-6,-4.968877381810687,3.559791251882167e-6
221491_x_at,2.222614244996914e-6,4.96866127105913,3.600870274169603e-6
1553319_at,2.2452605485013126e-6,-4.947943173013911,3.633714481771152e-6
235201_at,2.320998912198166e-6,4.961113075416055,3.752322422994078e-6
206418_at,2.434662834355039e-6,-5.031387529968657,3.931929113288571e-6
206224_at,2.566261296726869e-6,4.986477548617264,4.140090669429754e-6
238462_at,2.6265148837848125e-6,4.971458923651259,4.232836091657419e-6
219970_at,2.7067124472234547e-6,-4.91713159741607,4.357493960777191e-6
208473_s_at,2.861096007235127e-6,-4.960442487812205,4.601195364576659e-6
207380_x_at,2.9387551707716952e-6,-4.936540971847315,4.721127142131653e-6
242767_at,3.1753703678121978e-6,5.070395088865001,5.0959035986587785e-6
225288_at,3.675824288886176e-6,4.836775352473686,5.892865954224854e-6
236429_at,3.869134419959848e-6,4.905714534904204,6.19628116836666e-6
206207_at,3.982243646682891e-6,4.93649831656358,6.364107539740613e-6
220075_s_at,3.979457341715255e-6,-4.820891355809864,6.364107539740613e-6
1552367_a_at,4.365571454727837e-6,-4.795086376558827,6.969436806244336e-6
236548_at,4.69921411981994e-6,-4.7855931867206865,7.494267518171174e-6
214059_at,4.804980044076347e-6,4.856336212372494,7.654968207576365e-6
205157_s_at,4.8377403433279345e-6,4.878512721468625,7.699148093175745e-6
241616_at,4.873490358569178e-6,-4.779858171658485,7.747989344724208e-6
41469_at,5.032721820802329e-6,-4.781599495383794,7.992839323286686e-6
203680_at,5.094077266133648e-6,4.756711207196513,8.081898750726025e-6
205767_at,5.311080799817329e-6,4.760406046688057,8.41745828625293e-6
203892_at,5.888389792391349e-6,-4.727248057353898,9.322776393124256e-6
210164_at,5.931012260587316e-6,4.747304771598186,9.380557614627253e-6
203896_s_at,6.66211818244239e-6,-4.758590753322128,1.0526009223239731e-5
228933_at,6.690968918471909e-6,4.691959184986002,1.0560694241423188e-5
207529_at,6.784397202267912e-6,-4.688328273896899,1.0697128853421393e-5
207245_at,7.159047326459774e-6,-4.675618352124372,1.1276236066676866e-5
205892_s_at,7.197950933062622e-6,-4.73648566984177,1.1325861129001926e-5
238878_at,8.066311256588846e-6,-4.717112222180893,1.2679181246239757e-5
215702_s_at,8.674473246108166e-6,-4.633074409794022,1.362114722029908e-5
220794_at,8.72007497182725e-6,4.775502322842692,1.3678724161749507e-5
219764_at,9.325940596786425e-6,4.711357686864852,1.4614140280122843e-5
39248_at,9.692071553746296e-6,-4.6128065865212795,1.5172353321866645e-5
206552_s_at,1.0342704035726506e-5,4.65142068099388,1.6174341040548806e-5
243278_at,1.0894916668319729e-5,4.601589614053011,1.7020527978772965e-5
235209_at,1.1373624298179146e-5,-4.5639288918695975,1.77502740066384e-5
239697_x_at,1.2365484144493079e-5,-4.583708348058729,1.9278570494112936e-5
200930_s_at,1.2901734137136401e-5,4.706034929456382,2.0094155609314172e-5
214385_s_at,1.2981654656782192e-5,-4.541259031616144,2.0198082601151968e-5
210873_x_at,1.3615454202834273e-5,4.627425246734346,2.1162700898009416e-5
237727_at,1.3789636287497007e-5,4.5688075498605425,2.1411696912939066e-5
227702_at,1.4819903568304064e-5,-4.499288851743413,2.2988117895717854e-5
207052_at,1.5173023458719759e-5,-4.530523411160458,2.351204343653841e-5
205549_at,1.5759256719699704e-5,4.616871476537826,2.4395775569120573e-5
1556834_at,1.596104080539231e-5,-4.4813004563977925,2.4683185326318816e-5
206286_s_at,1.6575657447780583e-5,-4.565844849529726,2.5607801768468285e-5
202746_at,1.778677444122182e-5,4.456122324582365,2.7451160957167952e-5
206367_at,1.8345461716194047e-5,-4.480343604623258,2.828489616061741e-5
235892_at,2.0170960834155185e-5,-4.4368589555892894,3.106814993671186e-5
232707_at,2.0893213305707747e-5,-4.431028684453821,3.214825082516438e-5
1553486_a_at,2.100210564634828e-5,-4.45782792151432,3.2283357173252226e-5
244567_at,2.1208782479790927e-5,-4.435062576788744,3.2568351029648854e-5
1552848_a_at,2.1441837725861337e-5,4.469968044927849,3.2893240038370445e-5
229228_at,2.2143601228610623e-5,4.407509489487003,3.3935789270273134e-5
225915_at,2.372109327039375e-5,4.446215319765307,3.631699379697283e-5
231250_at,2.4037226903653063e-5,-4.4078285224291704,3.676423015933351e-5
232067_at,2.612475890328945e-5,4.42269794675665,3.991717153786043e-5
235147_at,2.6170667422612584e-5,-4.409499243936151,3.9947449475593086e-5
209752_at,2.748142327685534e-5,-4.373091354833167,4.190643330365092e-5
219454_at,2.9372881592689024e-5,4.355588433525014,4.474615096358895e-5
205825_at,2.984419815832089e-5,-4.3333857619924965,4.541895365843865e-5
213479_at,3.1261143787653196e-5,4.327747514544956,4.752811433852735e-5
213954_at,3.5026191307106556e-5,-4.288155904108317,5.319950286823426e-5
214324_at,3.9225271807919276e-5,-4.289891219606094,5.951822709407771e-5
211357_s_at,4.209478697971959e-5,-4.265483583457222,6.38090285801492e-5
223704_s_at,4.227624616080681e-5,-4.239932283512985,6.40207051159201e-5
206340_at,4.416349349441399e-5,-4.226807474096794,6.681255784579824e-5
215657_at,4.630512918911703e-5,-4.224895660799764,6.998336899164676e-5
1552365_at,4.749095177345997e-5,-4.214678792652647,7.170478024178227e-5
1552455_at,5.1971825045443756e-5,-4.1892920762022765,7.83929696005659e-5
205043_at,5.2353538143436475e-5,-4.1903913910968935,7.889101072598548e-5
219795_at,5.316376430564281e-5,-4.207360736943648,8.003315944143476e-5
232054_at,5.791466497427608e-5,-4.158505681149937,8.709955999569417e-5
227048_at,6.176774480433387e-5,-4.1495719785409,9.280315730660958e-5
223509_at,6.90256501480169e-5,-4.122995488628514,1.0360614742805281e-4
210118_s_at,7.741696863524457e-5,-4.081735596858875,1.1608754062738437e-4
213832_at,8.021889918346295e-5,4.073102343119901,1.2017136462806437e-4
211372_s_at,8.200842414223685e-5,-4.074062494980403,1.227320599821746e-4
224355_s_at,8.677379974011202e-5,-4.060663169098195,1.2973699941612452e-4
233413_at,8.795454779467325e-5,-4.047757553008409,1.3137406114501927e-4
228233_at,8.854767144266425e-5,4.070634223396217,1.3213107697730893e-4
207033_at,9.439205516138692e-5,-4.028532519333209,1.4071493325421944e-4
213906_at,9.491687471101019e-5,4.0782232246207935,1.413596645744714e-4
1569532_a_at,9.571432252116114e-5,-4.040440686344617,1.4240877335267027e-4
217238_s_at,9.603023895923448e-5,-4.0447782633650204,1.427400930549398e-4
204818_at,9.636447151489679e-5,-4.033657806174121,1.4309796885480795e-4
201117_s_at,1.055441625228182e-4,4.0098202316561125,1.5657762870390957e-4
1555745_a_at,1.1545445914460123e-4,-3.9881489082414454,1.7111401447278266e-4
233604_at,1.190835247371205e-4,-3.9758556426954637,1.7632193072778673e-4
212806_at,1.2160490732746508e-4,-3.9681211140450015,1.798812687133807e-4
229152_at,1.324430395081704e-4,3.981613597415172,1.9572422151255684e-4
242836_at,1.4502809296671105e-4,3.964544210984626,2.1411572838190415e-4
209278_s_at,1.4779745109911425e-4,3.93488514604053,2.1799412103347198e-4
236203_at,1.487702105076575e-4,3.958840083234025,2.1921770191263103e-4
214023_x_at,1.6410168039902493e-4,3.896507911728506,2.4157660835664153e-4
201848_s_at,1.6612735445176724e-4,3.877538120127567,2.4432370765192665e-4
206143_at,1.7058279967728887e-4,-3.871793956579368,2.506355722705655e-4
205442_at,1.81951982636726e-4,3.8539278301505813,2.6708387863550094e-4
205950_s_at,1.8356164615115046e-4,-3.859903769353695,2.6918858262204155e-4
223503_at,1.8616893149589649e-4,3.8544437813117565,2.7275084604805506e-4
205199_at,1.8721429195069642e-4,-3.8554739500102637,2.740201538972431e-4
215175_at,1.9961520438953478e-4,3.866449673063315,2.9189195598889944e-4
1567183_s_at,2.0835304154869148e-4,-3.822554339459436,3.043783460029071e-4
205863_at,2.1311330515325967e-4,3.885364520050523,3.110357199138613e-4
226869_at,2.141909249639802e-4,3.8078213322553522,3.1231076773319396e-4
1554781_at,2.16792620835452e-4,-3.804273390773442,3.1580352283451665e-4
242909_at,2.3435656089457521e-4,-3.7871815145776337,3.410645387163447e-4
1555564_a_at,2.3817327882485974e-4,3.7835176021622106,3.4628992391344754e-4
213831_at,2.4602012856851684e-4,3.7875777527103076,3.5735940876508473e-4
236741_at,2.491066190926897e-4,-3.7662739484512118,3.614997477070217e-4
219772_s_at,2.503516145435343e-4,3.827950976074345,3.6296242600961266e-4
206254_at,2.512292862015855e-4,-3.7638369602496824,3.6389029060986507e-4
205910_s_at,2.71291155894762e-4,3.7941164324443055,3.925772775755015e-4
1559410_at,2.727523749636127e-4,-3.742094400604632,3.9431906144408974e-4
204714_s_at,2.7528071370154684e-4,3.746832289583021,3.9759884214817757e-4
209598_at,2.950875621287823e-4,3.7196902294342085,4.2580495534322874e-4
235229_at,3.0002937869638295e-4,3.725959462230156,4.3252822861032235e-4
212850_s_at,3.3266217984690615e-4,-3.7073714805551017,4.7912116401280653e-4
220133_at,3.410305304112892e-4,3.6973749576062325,4.907121635899283e-4
227803_at,3.5018480955031515e-4,-3.6716397036453814,5.034112144803122e-4
231148_at,3.598402479067844e-4,3.7002070720985785,5.16806209704772e-4
1553970_s_at,3.6330317214503335e-4,3.705801223937913,5.211625935849303e-4
205886_at,3.635543108743994e-4,-3.6623784191125317,5.211625935849303e-4
228494_at,3.781626404749021e-4,-3.653530858419484,5.415968218588168e-4
1553296_at,3.8287608952228936e-4,-3.646032603861837,5.473233361891923e-4
229288_at,3.8273700571846944e-4,3.696202939109376,5.473233361891923e-4
226344_at,3.850365995212259e-4,3.649585671466987,5.498983524878702e-4
223721_s_at,3.9019556187409334e-4,-3.6423772227377293,5.567468827858685e-4
208383_s_at,3.912036295933455e-4,-3.6601125288413177,5.576655092247784e-4
213558_at,3.970938084515779e-4,-3.6388808609828738,5.655354611528984e-4
215078_at,4.166102531781498e-4,3.670548111857172,5.927790870034827e-4
204705_x_at,4.1966858912368733e-4,-3.6342774890348983,5.965762395063745e-4
227794_at,4.215296909197593e-4,-3.627430162569626,5.986660081615506e-4
205927_s_at,4.7053987221552714e-4,-3.609319338268223,6.67652033699696e-4
1569477_at,4.891100374400478e-4,3.5928381493653476,6.933587660376973e-4
205220_at,4.993949071300199e-4,3.5853459728625543,7.072836288770217e-4
227892_at,5.117944165848242e-4,3.5831197946032214,7.241749092341645e-4
228737_at,5.287916300705446e-4,3.569260575946052,7.475346127774735e-4
201116_s_at,5.3209834238629e-4,3.5550677497745697,7.515152787762084e-4
235102_x_at,5.374903913292257e-4,-3.5528736720839134,7.584311420507322e-4
237933_at,6.642133371249065e-4,-3.4870489768998127,9.363817855784824e-4
1555963_x_at,7.044835368953373e-4,-3.471973704874782,9.922394618093482e-4
235798_at,7.132267554203964e-4,3.468000890374115,0.0010036306641071939
210861_s_at,7.141599484134694e-4,-3.4667185060797454,0.0010040210110385875
233059_at,7.155960228958254e-4,-3.465588268717435,0.001005116982617898
220310_at,7.235374821333931e-4,-3.461796561564477,0.0010153399497215625
241586_at,7.25754512634641e-4,-3.461470999318529,0.0010175184604795196
216687_x_at,7.72514656458454e-4,-3.452260628516852,0.001082085946054797
235008_at,7.902498305467898e-4,3.446794028406482,0.0011059163533520431
209792_s_at,8.847808991955789e-4,3.413852475404706,0.0012370772207017638
1552797_s_at,9.148838121392353e-4,-3.3975925909715063,0.0012779991937820888
224221_s_at,9.579011821152366e-4,-3.4013994420856424,0.0013368702915391314
212094_at,0.0010151048664411844,3.3938751596056176,0.0014154148911852944
227174_at,0.0010599340911548907,-3.352101946788228,0.0014765778831284237
209125_at,0.0010857723846170058,3.3907134217964927,0.0015111977462260327
230573_at,0.0011020113810248512,-3.336687164561717,0.0015324063799718867
242457_at,0.001106558302633455,3.344878416741244,0.0015373328142756985
234632_x_at,0.0012225439670190785,-3.3058115911428354,0.0016969309279294734
237086_at,0.0012265590317155743,-3.304424723122645,0.0017009618456128117
1566465_at,0.0012392433341937878,-3.3025339514912675,0.0017163922650694444
228562_at,0.0012399280504028776,3.30810234513851,0.0017163922650694444
1554375_a_at,0.0013267851735675204,-3.2807043762929675,0.0018349666673277993
