probe,p_val,t_stat,p_adj
218087_s_at,6.828198795141842e-22,12.503444907373977,2.9698785100460683e-21
232431_at,6.928344352421397e-22,12.208594659038418,3.0048994910926795e-21
227239_at,7.825242683962212e-22,11.581952211820509,3.3843069347870474e-21
219228_at,7.9891598328638725e-22,11.90600882768629,3.445465832144954e-21
221667_s_at,9.445683544352928e-22,13.977883720697191,4.062174580450655e-21
1559538_at,1.0550193560782664e-21,-11.610754368665445,4.5244667623412485e-21
207480_s_at,1.064487473024228e-21,11.546270695536265,4.552319332961153e-21
236313_at,1.1777369365002161e-21,11.540731779133248,5.022605152595629e-21
205713_s_at,1.3249636679518112e-21,13.609919621809588,5.6347760434283976e-21
235044_at,1.6328990231649503e-21,12.572486510065167,6.925120233976561e-21
204963_at,1.6649440522236477e-21,12.105681651215132,7.041517524735925e-21
202920_at,1.6855663268488567e-21,13.468212304068864,7.109096546571899e-21
210889_s_at,1.730255145323077e-21,13.006265605094534,7.277529196400085e-21
228739_at,1.938355384515915e-21,13.3133794513892,8.130471489572235e-21
212865_s_at,2.647739020770697e-21,12.628534061152314,1.1075651477595457e-20
232090_at,2.8788859633915736e-21,13.325543045550644,1.2009739536655312e-20
222880_at,3.315696243339609e-21,13.323861100797021,1.3794377577589514e-20
228481_at,3.743053519549717e-21,12.729097198127585,1.5530121784364815e-20
228776_at,4.361508797821531e-21,11.879449279089842,1.8047216133688552e-20
219892_at,5.3356384078266466e-21,12.989932105094526,2.2018497041462525e-20
232297_at,5.5925362329363335e-21,11.900370847309405,2.301659401243421e-20
206227_at,6.803237453785328e-21,13.5011334583763,2.7924280272775703e-20
213765_at,6.97773076731616e-21,13.476278267072137,2.856391926406695e-20
204468_s_at,7.216696804100478e-21,12.22609337306944,2.9463367485540886e-20
240856_at,7.314315883093548e-21,-11.306207912950578,2.9782493662277187e-20
209242_at,7.340709284924216e-21,13.505351522948844,2.981067882020948e-20
201262_s_at,7.88087441105453e-21,12.077775225358579,3.191962625218118e-20
231067_s_at,7.927281891395353e-21,13.189804855344658,3.202287223146777e-20
230708_at,8.244616347441925e-21,13.221098258997351,3.3217125336667336e-20
222088_s_at,8.573347019266107e-21,11.786721908451282,3.445090363909819e-20
203404_at,9.10652221507377e-21,11.39670411503911,3.6497606050465816e-20
226885_at,9.728557963124382e-21,11.218791616464904,3.888883091786796e-20
219179_at,1.3527326396853111e-20,11.099928586510192,5.3933168524953415e-20
204298_s_at,1.4118314301202697e-20,11.956457893497925,5.614321868867877e-20
205528_s_at,1.5043662664598486e-20,13.078012516349292,5.966799880699555e-20
202499_s_at,1.7624525060274637e-20,11.395357408092426,6.972389629788235e-20
205991_s_at,1.819747948408311e-20,11.462432566802894,7.18050028096166e-20
207214_at,1.9196372501650968e-20,-11.511699000349518,7.555178997436409e-20
201645_at,1.9696654269444726e-20,11.319037059910155,7.732199406799968e-20
1561387_a_at,2.038554960550633e-20,-11.185685855934619,7.982167889010278e-20
213790_at,2.2925701635691073e-20,12.716022254943796,8.953890103123223e-20
236738_at,2.4661653765514254e-20,13.207928552955151,9.607377077608734e-20
215294_s_at,2.849632655629035e-20,11.392603471006932,1.1073064963878305e-19
235438_at,3.4182811589981254e-20,12.432993547202967,1.3249084694749696e-19
205729_at,3.6763669856892224e-20,12.237596304758688,1.4213428926995453e-19
204416_x_at,3.7700743139909803e-20,12.092974817878758,1.4539001951436249e-19
1557049_at,3.7962817562456e-20,12.253446460177457,1.460328484626134e-19
203485_at,4.5339079018934305e-20,11.815699827553145,1.7397025057139956e-19
204776_at,4.5999676147195756e-20,12.823514363522714,1.7606376045339177e-19
228004_at,4.739655225576267e-20,-10.87679094997882,1.8095790898646546e-19
203153_at,4.854701144082083e-20,11.038701862014525,1.8488924008929528e-19
233364_s_at,4.976903040479337e-20,12.864044557247809,1.890729169968701e-19
242471_at,5.343236453685083e-20,11.34356530910948,2.024875002621748e-19
219631_at,5.358872656089816e-20,10.878661213032787,2.0257861818453107e-19
209948_at,5.9655965094159894e-20,12.712547824253983,2.2495882403733696e-19
229800_at,6.718416374971857e-20,13.128605505298609,2.5272470442461706e-19
1554741_s_at,6.81308980193222e-20,11.60864332803601,2.553904078835764e-19
32128_at,6.82264381609293e-20,11.306830991716142,2.553904078835764e-19
228335_at,7.802219154541716e-20,12.278171219261177,2.9134628111227726e-19
210875_s_at,8.062377886164466e-20,12.54983237762424,3.0032848038242814e-19
233496_s_at,9.084498414787657e-20,12.097008926108042,3.3758172507378405e-19
215306_at,9.769751098942785e-20,12.791811140256598,3.6216680223925916e-19
210299_s_at,1.1097259547383265e-19,11.821821426433157,4.1038416345516376e-19
1558828_s_at,1.1685862628002136e-19,12.37313814624421,4.3110977550533183e-19
226248_s_at,1.3592078591255164e-19,-11.276073739139248,5.002277000772033e-19
236044_at,1.3818164601129423e-19,12.26321287253476,5.073287770822337e-19
213764_s_at,1.5111584300682822e-19,12.55400020540894,5.534888890991723e-19
204793_at,1.595727798328738e-19,12.062373761387445,5.830690356184482e-19
238846_at,1.6389625782676499e-19,-11.03499470142374,5.974408826970886e-19
228750_at,1.7432379063512506e-19,12.229900865834455,6.33942336015146e-19
232544_at,1.7683612573577944e-19,11.853318814110139,6.415547594821761e-19
222162_s_at,2.0487034872062802e-19,10.98554636472991,7.415047373316347e-19
209875_s_at,2.0660107304686862e-19,10.686402400294892,7.460052897046129e-19
229669_at,2.418952783861497e-19,12.485684820288663,8.713921675510477e-19
226435_at,2.914185000698174e-19,11.018931038125885,1.0473279896875363e-18
204557_s_at,2.987640411192337e-19,12.65260150379171,1.071212522139454e-18
242881_x_at,3.031197176570454e-19,11.524705661616899,1.0842903918993843e-18
209167_at,3.137194021585084e-19,12.22353487837602,1.1195839759319671e-18
220092_s_at,3.144487979430084e-19,11.933123961693632,1.1195839759319671e-18
224997_x_at,3.3542220415965553e-19,10.80781477277942,1.1914881544511196e-18
219584_at,3.480547688139283e-19,11.743426811296027,1.2334996552178801e-18
209924_at,3.5726884334113404e-19,11.110568593538336,1.263230021143825e-18
235182_at,3.7182504768721766e-19,12.15171706132942,1.3116685437998394e-18
228186_s_at,3.7953326085472266e-19,10.661119213324854,1.335782580157656e-18
235593_at,3.9633975207070105e-19,12.365694884067238,1.3917343128904663e-18
238577_s_at,4.070555208806669e-19,12.429673035911236,1.4260915388290642e-18
213071_at,4.186404096407052e-19,12.319817433040104,1.4633298336984466e-18
241031_at,4.9008077061143145e-19,-10.698905720154162,1.7091427330435116e-18
230836_at,5.055633594246328e-19,10.768878156881255,1.759130689270711e-18
217889_s_at,5.471630698534341e-19,10.459830138133224,1.8995615871782487e-18
214701_s_at,5.526244946815685e-19,11.494674058393526,1.914181224790682e-18
223597_at,6.306475609664241e-19,-10.423330325397542,2.179506582030689e-18
205269_at,7.567744998494272e-19,10.476562968407288,2.6095084668231376e-18
218824_at,1.0998837315891925e-18,12.04349879243347,3.784094366433829e-18
205518_s_at,1.2535507570331772e-18,10.656307286902093,4.303108091968149e-18
225720_at,1.3302650322116584e-18,11.685382746867786,4.556232134935233e-18
231001_at,1.5115767079394764e-18,11.941453107332643,5.165678437177095e-18
230482_at,1.5560071489997104e-18,11.745714176384928,5.3056724835602594e-18
229479_at,2.1586678288515693e-18,11.941327671198806,7.344267657715006e-18
242625_at,2.401405734006058e-18,10.415901935745177,8.152000396370897e-18
209540_at,2.6839697241948205e-18,11.454668939019465,9.091056742792634e-18
241789_at,3.0770261174963624e-18,11.585108715694108,1.0399397319838699e-17
244745_at,3.1966962176483324e-18,11.85749915800758,1.0780048258192946e-17
219955_at,3.251244684409014e-18,-10.13819928138459,1.0939902443582858e-17
214927_at,3.5504602191862805e-18,11.506692915869994,1.1920514463978499e-17
208063_s_at,3.6479871985766226e-18,-10.121536903017395,1.2221156238557569e-17
206715_at,4.231595742509695e-18,11.394220467741285,1.4145356073760573e-17
232267_at,4.249038127473898e-18,11.247147420486593,1.4172717588589408e-17
1557961_s_at,4.2813520730521634e-18,11.844178490072851,1.424945657357144e-17
227688_at,4.314237733089371e-18,11.740264350572156,1.432776132182175e-17
236894_at,4.548995647041039e-18,-10.221196381318768,1.5074702025151148e-17
239580_at,4.717651455155643e-18,11.72840219081858,1.559983666920797e-17
223970_at,4.882442360919102e-18,-10.09271194113529,1.61099552900154e-17
220014_at,4.983753107268369e-18,10.612721300042981,1.6408873133823385e-17
202627_s_at,5.0208501892228625e-18,10.470108572649206,1.6495539999356658e-17
232568_at,5.136252768867281e-18,11.905034915382517,1.6838550297935346e-17
235723_at,6.289527054911331e-18,11.507711922120189,2.0575354532199247e-17
231773_at,6.8859465797976726e-18,11.834263490682737,2.247843115921159e-17
219935_at,7.418292105483874e-18,10.406529495462431,2.416469194360811e-17
238481_at,7.610942753465893e-18,11.940279695356551,2.4739603727295717e-17
229560_at,9.361724091686409e-18,10.446174795015605,3.0366100814347227e-17
205404_at,9.834589693826716e-18,10.431788426149932,3.1832466852534256e-17
215617_at,9.91769580336403e-18,11.333288631176085,3.203373897668846e-17
213797_at,1.0499093120164707e-17,10.16980447476936,3.384023487783614e-17
204796_at,1.1984122254593586e-17,11.31941697214023,3.8545569688619284e-17
219727_at,1.3254091171228788e-17,-10.028268945858537,4.254090897935278e-17
236262_at,1.946288100747371e-17,10.915956753640897,6.233822347791266e-17
228218_at,1.9593506695995645e-17,10.896920137454858,6.262559238323452e-17
235740_at,1.978441573484744e-17,10.653369863787484,6.310404268760714e-17
228698_at,2.16296458378994e-17,10.577192828217777,6.884612843622449e-17
231098_at,2.3464106045357852e-17,11.154680012968862,7.453017916066985e-17
205226_at,2.4337567815791792e-17,10.29505571200885,7.714454725875203e-17
219574_at,2.526140077535205e-17,10.645397692672498,7.990744749393386e-17
229357_at,2.5616459854474312e-17,10.249998876278152,8.086350523134055e-17
1552834_at,2.7317294203066816e-17,-9.847084840627936,8.605509758208908e-17
1554007_at,2.992640310565354e-17,10.668311154317232,9.408074569765004e-17
210004_at,3.1044219471546054e-17,11.332681892858414,9.739487707159222e-17
1555756_a_at,3.3799063639898614e-17,10.498574839795612,1.0582079025088912e-16
227568_at,3.413159998840284e-17,10.119792313992736,1.0664383588213214e-16
1554547_at,3.425412102388432e-17,11.02736205370635,1.068086747200955e-16
210942_s_at,3.541838856212233e-17,11.088361247466464,1.1021453839148228e-16
214452_at,3.684504089243836e-17,10.723061520777847,1.144214150229678e-16
209763_at,3.779208378579152e-17,11.158514159179779,1.1712485885839435e-16
235759_at,4.252906502099772e-17,11.467410991633917,1.315393910043384e-16
220122_at,4.689647215849728e-17,10.01749898395732,1.4475503805374867e-16
225894_at,5.001819651007271e-17,11.292247076383278,1.5408019890728636e-16
223969_s_at,5.0547448077299504e-17,-9.669466748220195,1.5539787752278221e-16
210641_at,5.147013948287373e-17,-9.76511538418103,1.5791740190036006e-16
210170_at,5.184012297524433e-17,11.109328742339772,1.5873445655019814e-16
224941_at,5.295412139944656e-17,9.963045744390794,1.6182187597315907e-16
225987_at,5.77914375730235e-17,10.236397076209247,1.762523723591613e-16
221933_at,6.546608158646854e-17,10.82478015359284,1.9926157238346586e-16
205122_at,6.690020648182507e-17,9.710232150778205,2.0322265103903605e-16
226847_at,6.973382372991262e-17,10.186260121315742,2.1141085966434896e-16
209170_s_at,7.339731626565503e-17,10.788969079594983,2.220776505982566e-16
205499_at,7.515376772302044e-17,9.608600251273606,2.269436260038349e-16
231439_at,7.818312247855521e-17,-9.668845213324087,2.3562669392651187e-16
228863_at,8.194685279663409e-17,9.841354868950956,2.4648454151600546e-16
204035_at,8.75335415054572e-17,10.387655306436578,2.6277225891148034e-16
203980_at,9.172664421222161e-17,11.094439930013518,2.748209242444448e-16
226701_at,9.531270251135364e-17,10.356799092023262,2.850073194235985e-16
201497_x_at,1.0297928342286677e-16,10.44021964314952,3.0733193551736654e-16
204337_at,1.0720705110909745e-16,10.037636674134877,3.193268390039459e-16
227478_at,1.242574709717971e-16,9.900454109925978,3.693945399180997e-16
206070_s_at,1.3198621311041334e-16,10.889091936509333,3.9161025634116823e-16
243041_s_at,1.3707777602034312e-16,10.882594224835463,4.0593051274109347e-16
223620_at,1.7059571671147356e-16,9.590830130901757,5.042124368441428e-16
204466_s_at,1.7478891775017306e-16,9.488231843664492,5.156104683535934e-16
214038_at,2.097358459138115e-16,9.991402409001674,6.175107309500874e-16
204042_at,2.5259658393987096e-16,9.567321227523676,7.422751823645729e-16
214505_s_at,2.5556700027381734e-16,10.558932735963355,7.495652824122881e-16
225721_at,2.594931184046397e-16,10.450969942144816,7.596251707026833e-16
204719_at,2.709276494684672e-16,9.97492586377154,7.91584410946991e-16
223395_at,2.755168570967133e-16,9.404767390800416,8.034596346953678e-16
242546_at,2.7930778825431585e-16,10.482702048940238,8.12966204975965e-16
241457_at,2.832523033363887e-16,10.444024520157297,8.228828774345561e-16
204606_at,2.8453471296178236e-16,10.15902164345463,8.250428892888045e-16
235629_at,2.8653608818417727e-16,10.630116933055056,8.292755217579875e-16
204154_at,2.8787301213838476e-16,10.825751970060637,8.315727954412586e-16
206638_at,3.265817466932935e-16,10.992682608232801,9.416132847220949e-16
208335_s_at,3.3313979919166465e-16,10.362250443555022,9.587162266211252e-16
217590_s_at,3.7172688585224075e-16,-9.323441206438886,1.0677558390990254e-15
221911_at,3.7972728947467707e-16,9.325471846667337,1.0886937831193456e-15
228128_x_at,4.264406777059464e-16,9.55769684953499,1.2203377150800075e-15
241864_x_at,4.456003016031555e-16,9.7774426017681,1.2727874286463267e-15
239519_at,4.563536317143735e-16,10.14143626059921,1.3010752516847408e-15
243940_at,4.611642945179603e-16,10.240138239580263,1.3123467191579875e-15
224027_at,4.676754720301244e-16,-9.291201488581658,1.3284065819631179e-15
220645_at,4.699032979764995e-16,-9.272239309309654,1.332262868892631e-15
227233_at,4.937874182354109e-16,10.369704654788045,1.3973910116791388e-15
201525_at,5.05922495111419e-16,9.62111507434178,1.4290910332390821e-15
219947_at,5.345641351438946e-16,9.69222529222842,1.5072149003780896e-15
231213_at,5.420023832439896e-16,10.690903341829063,1.5253780307840959e-15
223672_at,5.433518843946342e-16,10.550790378945644,1.5263701559783208e-15
224911_s_at,5.830112302342901e-16,9.449377869905941,1.6347805741551247e-15
202628_s_at,5.970325033631174e-16,9.66763481123311,1.6710361291570981e-15
210146_x_at,6.021196500235662e-16,10.244257254905433,1.6821992412154743e-15
210302_s_at,6.358749488115256e-16,10.440041357069605,1.7732687552467134e-15
210298_x_at,7.107612679200959e-16,10.07829375263486,1.9785009112466672e-15
232481_s_at,7.975751338365699e-16,-9.252505274665392,2.216129818337184e-15
231964_at,8.043673645774711e-16,9.315656474402534,2.2309536868987466e-15
215870_s_at,9.410478340897103e-16,10.322510428254697,2.605324112100084e-15
235385_at,9.822266061286207e-16,10.000969582876495,2.7144204584529214e-15
205399_at,1.0780332313188201e-15,10.507336653238315,2.9738177966650695e-15
207961_x_at,1.1052580531594876e-15,10.126020330595939,3.043435394581251e-15
224646_x_at,1.1266591208689804e-15,9.278638570790617,3.0967955368948097e-15
229461_x_at,1.1295319641842323e-15,10.087435907563766,3.099128023595089e-15
229723_at,1.1580426570111347e-15,9.23372578747708,3.1716696026548248e-15
224358_s_at,1.2935943786467491e-15,9.844455187303417,3.536594631621737e-15
222486_s_at,1.4187816157545909e-15,9.929718774951489,3.871933429091406e-15
226142_at,1.8550936087630658e-15,9.135198129365103,5.053644688641021e-15
202992_at,2.010604346078438e-15,9.998942245470403,5.467558177346515e-15
209395_at,2.0310253543814303e-15,9.00960476921744,5.513297548861649e-15
210176_at,2.1270536103116236e-15,9.443943402179176,5.763750579446188e-15
1557080_s_at,2.1595907397743254e-15,10.378446091347687,5.841578485149279e-15
213894_at,2.2459026758996284e-15,10.12674827102328,6.064333327693706e-15
210377_at,2.465107644397392e-15,-9.02144139763088,6.644506696430293e-15
209894_at,2.5209633850782282e-15,9.056299096002833,6.783119406950382e-15
219890_at,3.06690755938547e-15,9.920892911107675,8.232290555204891e-15
229635_at,3.0703056218301715e-15,10.185526417233874,8.232290555204891e-15
205139_s_at,3.2676227225154616e-15,9.58710852187828,8.730768565743755e-15
222722_at,3.2675381932866006e-15,9.945549964362796,8.730768565743755e-15
204222_s_at,3.643279295677165e-15,9.064941965179862,9.717527180630209e-15
229024_at,3.69785319834914e-15,10.144576012542865,9.845936081169622e-15
202988_s_at,3.779490374654319e-15,8.93367075352674,1.0045832922909309e-14
232453_at,3.985037731491141e-15,10.035452844813992,1.0573817620299718e-14
213909_at,4.301550190742841e-15,9.78549238753652,1.1393898515618147e-14
238852_at,4.72314510503318e-15,9.292277822498553,1.248900717755751e-14
232176_at,4.955668903534827e-15,-8.982407289405455,1.3081257053985895e-14
206201_s_at,5.828193481341492e-15,9.609577201542182,1.5357941858750127e-14
201496_x_at,5.964497295489551e-15,9.942934279257958,1.5690112301365123e-14
214261_s_at,6.187525742628726e-15,-8.87010178186755,1.6248888356714544e-14
236038_at,7.272255581882173e-15,9.960181418052688,1.9064765917571245e-14
202409_at,7.44216779747616e-15,8.779422425320343,1.9476852816984618e-14
202274_at,7.680896543615384e-15,9.436891784107102,2.0067325270094118e-14
205942_s_at,8.483614268398712e-15,-8.761020705457138,2.212676907141129e-14
229578_at,8.82873746428668e-15,9.827909816246239,2.2987750098338277e-14
217110_s_at,9.784033228536762e-15,-8.975093716334937,2.543184188945634e-14
237521_x_at,1.1080842255228078e-14,-8.886196116798613,2.875384659788845e-14
214920_at,1.1455498725745126e-14,9.794076425052904,2.967575050611809e-14
204895_x_at,1.1608790624903396e-14,-8.94213590171269,3.002205818703902e-14
205357_s_at,1.1713434713524624e-14,9.972055449182687,3.0241599572354466e-14
238592_at,1.2884885714135219e-14,9.952254067964699,3.3210033717745825e-14
214142_at,1.4164151303894278e-14,-8.791996374478453,3.644590864918007e-14
205578_at,1.427779046879288e-14,8.81565419525671,3.667667316731862e-14
227874_at,1.4489770506285117e-14,9.475075090165031,3.7158858702047766e-14
229271_x_at,1.48646762556309e-14,9.88287085417055,3.805655409259349e-14
206710_s_at,1.960813138879075e-14,8.659098676186426,5.011694349956367e-14
230175_s_at,1.9740951484580946e-14,8.726144688868553,5.037232787148905e-14
223614_at,2.035959030814985e-14,9.57284701444331,5.1864447190977407e-14
219985_at,2.126899751968996e-14,9.324356141865774,5.4091088376487255e-14
204213_at,2.1478623486753986e-14,-8.658917001244685,5.453361949953624e-14
205534_at,2.2021241248761617e-14,8.813659804636536,5.58187423043941e-14
244313_at,2.2901568559099402e-14,9.593694929491594,5.795421729583667e-14
217109_at,2.3451564250805378e-14,-9.075992985188984,5.924809384155615e-14
1568603_at,2.3681503673513393e-14,-8.639802901254779,5.973044830996542e-14
205498_at,2.3724440506048885e-14,8.757505911004236,5.974032634006718e-14
211668_s_at,2.4340080978606245e-14,8.88480950491921,6.118992443061768e-14
215199_at,2.4443613304101866e-14,9.562088136598424,6.13494622435737e-14
230493_at,2.6867714978952154e-14,8.995034410421406,6.732319416166244e-14
235976_at,3.8379865237066146e-14,-8.657307764417531,9.601237529076515e-14
201539_s_at,4.402688845953441e-14,9.240067542054906,1.099594881428176e-13
205237_at,4.602559355693154e-14,9.252533002193822,1.1476414289195796e-13
209396_s_at,4.671625889141353e-14,8.478386269452677,1.162968981508197e-13
227006_at,5.351114132992018e-14,9.320574261834523,1.329960347014737e-13
221305_s_at,5.5864238369990995e-14,-8.489744979875198,1.3861936619847036e-13
204439_at,5.683411187977909e-14,8.642873200568875,1.4079777554683138e-13
243729_at,6.250686814414413e-14,-8.39998621687135,1.546009937458557e-13
214702_at,6.372576726472463e-14,9.497153535521145,1.5736153174563451e-13
209406_at,6.458811436309539e-14,8.422264894220579,1.5923414346199523e-13
227506_at,6.927169411838923e-14,-8.404127177564435,1.7050637250040822e-13
212730_at,7.148465332908594e-14,9.432207595181547,1.7567095384724007e-13
228241_at,7.251084857879552e-14,-9.436785538210193,1.7762257467861754e-13
230244_at,7.247016264723874e-14,-8.519564754103582,1.7762257467861754e-13
222717_at,8.132036339629084e-14,9.351100556253988,1.9888414753949086e-13
209676_at,8.247774260255259e-14,8.567642186121727,2.0139302061325045e-13
220244_at,9.238747324701466e-14,9.132167151340814,2.2490655314579733e-13
236300_at,9.240119002528185e-14,8.358975770138281,2.2490655314579733e-13
210221_at,1.0188819657238445e-13,9.154021620825151,2.4760449040050886e-13
242321_at,1.1462860326233446e-13,8.875016233925594,2.7812423390591766e-13
241780_at,1.3403829186314413e-13,8.593442431058097,3.247035203203697e-13
204221_x_at,1.5648572526621875e-13,8.242170635598978,3.784828521051831e-13
240422_at,1.6457731806252765e-13,-8.259366804867637,3.974256686967348e-13
1568634_a_at,1.8052751453869077e-13,-8.208827819945572,4.352561019822607e-13
206326_at,1.9601092806607034e-13,8.902917056595314,4.718439164609335e-13
203423_at,1.972736233699633e-13,8.43177403498944,4.74138017864072e-13
242397_at,2.033176755837915e-13,9.084523842663573,4.878986854526408e-13
225575_at,2.430440604895411e-13,8.859179738470292,5.823168335046752e-13
231721_at,2.443308974786857e-13,8.932115205891671,5.844853188122934e-13
218730_s_at,2.460397749863895e-13,9.114449775149987,5.876550631890207e-13
205681_at,2.5183539966997446e-13,8.240982084093305,6.005607428266836e-13
204914_s_at,2.5361872798984675e-13,8.910140647409206,6.038728966601173e-13
205568_at,2.60570195542388e-13,8.356222197914475,6.194611325704908e-13
230746_s_at,2.682083092053203e-13,8.136546515895988,6.366308858811556e-13
204179_at,2.835521462535344e-13,-8.146512221576693,6.72009807916658e-13
231240_at,2.897510309221788e-13,8.389319271670622,6.845815252189131e-13
238103_at,2.8970777654444865e-13,-8.53409689323558,6.845815252189131e-13
226303_at,3.185784133373387e-13,8.597109639794727,7.515308949452473e-13
213817_at,3.4392971631805024e-13,8.337032482760964,8.100867625891306e-13
241872_at,3.5392912512564743e-13,8.586997565385277,8.323586644660003e-13
214156_at,3.805526775864216e-13,-8.076923190517249,8.935983886270115e-13
211776_s_at,4.252766398868968e-13,8.05818091019244,9.970881097501363e-13
207753_at,4.756334062213584e-13,8.084930078873924,1.1134476222093268e-12
220234_at,4.773561657727775e-13,-8.039951470335106,1.1157744882414082e-12
210619_s_at,5.077098276576117e-13,-8.018315489503218,1.1849142471704323e-12
231993_at,5.309016378593874e-13,9.039695713197435,1.237154349410536e-12
218934_s_at,5.317219854674395e-13,8.879789785019364,1.2371829175541792e-12
224339_s_at,5.593497860764202e-13,8.958348600924554,1.2994909294127453e-12
204424_s_at,6.208115074963343e-13,8.99613907384827,1.4400945726922543e-12
204563_at,6.527207993982926e-13,8.111605392136573,1.5118238182735037e-12
202222_s_at,6.834826726819233e-13,8.816704366389075,1.5806827369728469e-12
219789_at,8.624162024558296e-13,8.843619050382005,1.991492015022436e-12
1562921_at,8.77032943990133e-13,-7.923832803652233,2.0221949356158036e-12
219434_at,9.37340614751593e-13,8.178466103623649,2.1571282460122272e-12
223623_at,9.383719215180558e-13,8.77055960867554,2.1571282460122272e-12
228854_at,9.876009205775327e-13,8.84387454666419,2.2668920680722677e-12
204471_at,1.0259012840167855e-12,8.839017858722665,2.351279739266016e-12
212681_at,1.033192958072258e-12,7.892153172510061,2.364452046051759e-12
238632_at,1.0359315242615285e-12,-7.933528607623715,2.367180841260299e-12
242098_at,1.0585364913603575e-12,-7.920040925995589,2.415230057038312e-12
214453_s_at,1.0833521121416416e-12,7.969651077044802,2.4681727435846028e-12
242874_at,1.1097984938000837e-12,-7.9249175323036765,2.524667895999893e-12
205624_at,1.1493009778174451e-12,7.86769111348777,2.6106525178612886e-12
231166_at,1.1699141533884212e-12,7.9461258914997,2.653538620500256e-12
205979_at,1.2043260655344688e-12,-7.877127145129065,2.727549121794781e-12
227826_s_at,1.2189213085409023e-12,8.635324139975662,2.756526622416723e-12
1568604_a_at,1.2709964449656997e-12,-8.0098419148491935,2.8700524443104515e-12
207601_at,1.4622691837422642e-12,-7.831798182592075,3.2971047427237208e-12
244385_at,1.4982001629281467e-12,-7.8294625162226135,3.373153602122048e-12
210303_at,1.5405014116876486e-12,8.777144086810901,3.4633005305341997e-12
235183_at,1.601555902307181e-12,8.801706006376968,3.595281651660255e-12
227735_s_at,1.6791559399979705e-12,-7.82106741878296,3.7639644862912046e-12
205782_at,1.7672728906212312e-12,8.627955073070408,3.955694145527931e-12
205381_at,1.8602752817147084e-12,7.923003668238164,4.15778314789083e-12
204597_x_at,1.8668048310202415e-12,7.827886021061878,4.166294746781326e-12
228390_at,1.9156126137907286e-12,7.781853399015927,4.268999871489964e-12
239319_at,2.157121592712877e-12,-7.761427185161519,4.800222614016591e-12
213974_at,2.294990748191537e-12,8.653587501187944,5.099609340321107e-12
1552502_s_at,2.302330873963605e-12,-7.836448614821126,5.10850517106997e-12
204844_at,2.4364108147489585e-12,7.95241255973125,5.39818372992859e-12
227526_at,2.442875500103253e-12,8.256872529046907,5.404685535633065e-12
225540_at,2.590767165588213e-12,8.090315226205522,5.723614041147985e-12
231202_at,2.792314121852559e-12,7.731668816558834,6.159989799072433e-12
205776_at,2.8114160180719697e-12,-7.73301680573856,6.193205645565734e-12
205433_at,2.980509875144249e-12,8.566642083561412,6.556265256962422e-12
227827_at,3.0587693874791924e-12,8.45858579437494,6.7187603044915985e-12
1554436_a_at,3.3095028686615343e-12,-8.129859539624682,7.259095833697434e-12
202037_s_at,3.9775123579896824e-12,8.47118730109403,8.711833219001723e-12
227736_at,4.136618252197744e-12,-7.68103540584088,9.047375063021066e-12
215125_s_at,4.423005352082739e-12,-7.692003600293024,9.659944641995254e-12
223447_at,4.613547306172356e-12,-8.165518402756517,1.006173921046991e-11
229390_at,4.928915442724908e-12,7.625491334812901,1.0734238325479137e-11
206797_at,4.94916704488391e-12,-7.601583464826431,1.074776559676208e-11
220037_s_at,4.9425785341284624e-12,8.37813470120372,1.074776559676208e-11
220595_at,5.088598150189759e-12,8.535211768258478,1.103490618688459e-11
203876_s_at,5.1656598620286306e-12,8.146460643039863,1.118617432640146e-11
209555_s_at,5.256246858272723e-12,8.054143327866331,1.1366262627140592e-11
232584_at,5.4827461777220386e-12,8.053155936247139,1.1839329193360283e-11
226071_at,5.699350614949419e-12,8.29921212856847,1.2289726466883888e-11
227629_at,6.191294058581629e-12,-7.62264729999922,1.3331745715454956e-11
238984_at,6.376669146792012e-12,-7.60060034089157,1.3711629864801362e-11
232060_at,6.394529698094027e-12,7.6625831975035865,1.3730750305444539e-11
226654_at,6.4051113752953745e-12,-7.611160360938176,1.3734209405570334e-11
223374_s_at,7.311756631216654e-12,7.638959706602307,1.5656362800549227e-11
228821_at,7.483798785560214e-12,7.867412804288164,1.6002368632252354e-11
208596_s_at,8.992948389036361e-12,-7.553887913081219,1.9202516016198982e-11
211276_at,9.156714551327608e-12,8.362939806670914,1.9524972114321122e-11
209795_at,9.76623561039276e-12,7.660884899303997,2.0795697801823804e-11
228365_at,9.857459914277163e-12,7.469302897199164,2.096079323438658e-11
242680_at,9.946305261059986e-12,8.007348522402264,2.1120379132708514e-11
228107_at,9.995448384565799e-12,8.158384686462357,2.119533445536044e-11
202917_s_at,1.1182441522319685e-11,7.4656680882963835,2.3679554592906552e-11
1553102_a_at,1.1978375169185499e-11,7.8898920353688045,2.532996185638536e-11
207544_s_at,1.2388479836179565e-11,-7.485120304474175,2.6161051902332294e-11
223599_at,1.3266138787316498e-11,7.68827636537589,2.7975838131379554e-11
206488_s_at,1.3662290559766034e-11,7.668396721624402,2.8771618771666846e-11
213791_at,1.571544904611428e-11,8.176503484744755,3.304993473846286e-11
232882_at,1.7556731007404406e-11,7.497015607827414,3.687154344627729e-11
219908_at,1.778702663007443e-11,7.773860025655953,3.730402434334788e-11
220026_at,1.87698966206345e-11,-7.375803594690222,3.9311507149372665e-11
