probesets,p_val,t_stat,p_adj
239534_at,2.243511915017894e-4,-3.80449174624097,8.548466432248274e-4
238033_at,2.2459422837615314e-4,-3.8023727081772583,8.555557459174003e-4
1556159_at,2.2487471548782729e-4,-3.7944393692025464,8.56550686675737e-4
240003_at,2.2492429660538542e-4,-3.7970484680915537,8.566660082279613e-4
204349_at,2.2520156170968795e-4,-3.7936645116531236,8.576484123641781e-4
238244_at,2.2529188664569815e-4,-3.7958155011702255,8.579187736980053e-4
221131_at,2.2545338424099622e-4,-3.8124522748982743,8.584600931606494e-4
240590_at,2.258799853842266e-4,-3.8175148895116293,8.60010669362939e-4
229075_at,2.2591259893638366e-4,-3.81357684045172,8.600610481985264e-4
1563204_at,2.260150322720023e-4,-3.8126107566968757,8.603772031457581e-4
1570491_at,2.2609593726618008e-4,-3.7928707018125776,8.606113583965295e-4
213540_at,2.2640949464435296e-4,-3.7949889394681313,8.617309653352057e-4
222586_s_at,2.2680740105012872e-4,3.800029111388005,8.631713912177926e-4
1560001_at,2.2698188313993866e-4,-3.7914252324296434,8.63761346739969e-4
201483_s_at,2.2720483865399353e-4,3.7911261418323767,8.645356469963097e-4
236985_at,2.2727296354047325e-4,-3.7915593195151174,8.647207199784362e-4
206011_at,2.273788887152368e-4,-3.7922499483280836,8.650495701936414e-4
200800_s_at,2.2755693400204271e-4,3.796606432203176,8.656527172173721e-4
1560950_at,2.2784316911419986e-4,-3.7955113651022976,8.666672920832006e-4
230228_at,2.2803886142695853e-4,3.8171465859559985,8.673373168613426e-4
238558_at,2.281305492908825e-4,3.793386189501811,8.676116836461186e-4
221550_at,2.281568858376188e-4,-3.806686813919741,8.676374847068587e-4
1566236_at,2.2818802737722868e-4,-3.7916332345735575,8.676815522591707e-4
216599_x_at,2.2840334860743346e-4,-3.7961122046945524,8.684258927645326e-4
226872_at,2.2843672097035088e-4,3.8050611544738273,8.684783664375703e-4
1564392_at,2.286887832783752e-4,-3.789353236962062,8.693621826418144e-4
226281_at,2.2871261747471757e-4,3.8701628849943686,8.69378310813825e-4
225929_s_at,2.2883380609172647e-4,3.7944977756959166,8.697644664085963e-4
1568755_a_at,2.2909571532760283e-4,-3.7914523280318897,8.706853689330572e-4
205170_at,2.2932424832759903e-4,3.8207226339630287,8.714792771719797e-4
227077_at,2.293821852860107e-4,3.789438884825114,8.71596595371832e-4
234209_at,2.2939440309515776e-4,-3.7953232493431455,8.71596595371832e-4
225111_s_at,2.294922802311789e-4,3.820890092593895,8.718938300735071e-4
1555219_at,2.298771653049518e-4,-3.808522068470003,8.732813295443229e-4
228317_at,2.3016878600640918e-4,-3.7908945220271772,8.743143193831885e-4
209195_s_at,2.303846537639514e-4,-3.7955179082408286,8.750594034730244e-4
223162_s_at,2.3050079931019528e-4,-3.8032468625924363,8.75425622166203e-4
228673_s_at,2.3065447632103755e-4,-3.790171556203383,8.759343078088182e-4
226242_at,2.3103788074175756e-4,-3.792489833023818,8.773152454146408e-4
218774_at,2.3131346779556062e-4,-3.810383755938094,8.78286569130487e-4
213923_at,2.3134697741084142e-4,3.798168868307454,8.783386484091452e-4
1556448_a_at,2.3151464480791214e-4,-3.78750733296251,8.786996451280456e-4
221217_s_at,2.3151398811770935e-4,-3.79202600188871,8.786996451280456e-4
229048_at,2.3152126762449824e-4,-3.801625912878796,8.786996451280456e-4
244637_at,2.314650800203184e-4,-3.797795275394425,8.786996451280456e-4
1557888_at,2.3159551288373081e-4,-3.7865511267930816,8.789062588057432e-4
210896_s_at,2.3163665605312853e-4,-3.8071032561198836,8.789120660416912e-4
219693_at,2.3163038840036485e-4,3.7904679784163724,8.789120660416912e-4
225838_at,2.3166464011848713e-4,3.786225594192339,8.789430921048107e-4
210131_x_at,2.317833988008848e-4,-3.7933711976961555,8.793184852346126e-4
202146_at,2.3199708084477703e-4,3.788672688966842,8.800538948954506e-4
217197_x_at,2.3206483269063637e-4,3.791456042785533,8.802356569490544e-4
218454_at,2.3233592145368426e-4,-3.7916386970834686,8.811885909835247e-4
1557758_at,2.3239855008648182e-4,-3.7901846484895407,8.813178249182578e-4
229748_x_at,2.3240971689450035e-4,3.789877286722726,8.813178249182578e-4
242971_at,2.324723663997048e-4,-3.7992112765423385,8.814800699809365e-4
239120_at,2.330597443871929e-4,-3.787776693118997,8.83631763258859e-4
214604_at,2.3313635011636827e-4,3.81892390415733,8.838466925599181e-4
224496_s_at,2.3336991035809542e-4,-3.789327453646281,8.84656566900776e-4
233437_at,2.3361840002919027e-4,-3.7841520641300552,8.855228923973108e-4
217358_at,2.33694854875028e-4,-3.7846598493005312,8.855857544901254e-4
237178_at,2.336728456817941e-4,-3.7884521703377563,8.855857544901254e-4
240144_at,2.3368106551325076e-4,-3.7895662345816965,8.855857544901254e-4
1555580_at,2.3377302771892243e-4,-3.79046455836358,8.858063448917413e-4
1554869_at,2.3405768382709933e-4,-3.7943312178066644,8.868092315426513e-4
218884_s_at,2.3413376742273983e-4,-3.7920202901147646,8.87021764653298e-4
215744_at,2.3424144408787622e-4,-3.7956883876866816,8.87341080574943e-4
217824_at,2.3425804527178496e-4,-3.783438712864084,8.87341080574943e-4
242909_at,2.3435656089457521e-4,-3.7871815145776337,8.876384764165906e-4
223837_at,2.34421155980676e-4,3.80512548143078,8.87807356545404e-4
233521_at,2.344413374850129e-4,-3.7863861209151994,8.878080176563788e-4
1556801_at,2.3451870438838702e-4,-3.7829340658662645,8.880252160794158e-4
202730_s_at,2.3460266568403276e-4,-3.7824742390808535,8.882447037604136e-4
229429_x_at,2.3461670248508865e-4,3.7887960770557925,8.882447037604136e-4
204176_at,2.347690979106624e-4,3.784629248588062,8.8874583857581e-4
210013_at,2.3509572439595945e-4,-3.790445226064584,8.899064036569736e-4
228036_s_at,2.35131209805861e-4,-3.786559862577554,8.899648102298774e-4
235746_s_at,2.3533508820316657e-4,3.790623496166893,8.905845590154798e-4
239054_at,2.3532524328994506e-4,-3.7851971560381497,8.905845590154798e-4
239322_at,2.3565838571843638e-4,-3.78141997964014,8.917319746103535e-4
233220_at,2.3578613033476838e-4,-3.7896380947224,8.921392849254217e-4
203339_at,2.3585034679252733e-4,3.7931183652331564,8.92306176052383e-4
220188_at,2.360444097787683e-4,-3.8055071404601684,8.929642526796968e-4
208076_at,2.3610941565932914e-4,-3.7807565887986727,8.930656194735739e-4
220174_at,2.3611145572200492e-4,-3.7880847490682026,8.930656194735739e-4
212145_at,2.3626393580002705e-4,-3.7996521251261126,8.935661937378506e-4
228053_s_at,2.3638550707889556e-4,-3.785146167324617,8.939497934741768e-4
214812_s_at,2.366568080693707e-4,3.7882033772984576,8.948995192226949e-4
1565925_at,2.3680309210002956e-4,-3.779901228943512,8.953763813853794e-4
239210_at,2.3722401317139303e-4,-3.7855200419349324,8.968915041731759e-4
234916_at,2.3743129502506937e-4,-3.790678903458838,8.975987150057466e-4
1566215_at,2.3756326478469877e-4,-3.779661261368255,8.980211154971469e-4
1557330_at,2.3762843799465653e-4,-3.791789008672022,8.981144652084902e-4
236259_at,2.3761827332506716e-4,3.779875463377358,8.981144652084902e-4
244179_x_at,2.3796087968837296e-4,-3.792288204923296,8.992943311336697e-4
206422_at,2.380533892900138e-4,-3.7847933329614762,8.995673294511081e-4
1555564_a_at,2.3817327882485974e-4,3.7835176021622106,8.998671134826012e-4
205750_at,2.3816417111140377e-4,-3.7792835581358535,8.998671134826012e-4
208519_x_at,2.38261119815516e-4,-3.788708892371311,9.00045730127992e-4
209154_at,2.3824259433830554e-4,3.7787485621401093,9.00045730127992e-4
240203_at,2.382986259607558e-4,-3.781317068569683,9.001107871134268e-4
208699_x_at,2.3843312445382246e-4,-3.797081397851537,9.005421650896563e-4
208988_at,2.3870737477765209e-4,3.7787534467297834,9.01501255809218e-4
212432_at,2.3873396501253316e-4,-3.790292069016447,9.015249508493881e-4
1566831_at,2.387581825845331e-4,-3.7783668171297298,9.015396827934528e-4
1558705_at,2.389055143379432e-4,-3.786327734079808,9.020192460432425e-4
237263_at,2.3958651011661826e-4,-3.7864904236658403,9.044365279817044e-4
237350_at,2.3956944847605314e-4,-3.798801718299785,9.044365279817044e-4
236195_x_at,2.398084743310573e-4,-3.777638479628252,9.051974352195192e-4
222396_at,2.4004649948213986e-4,-3.791095317979537,9.060188325695293e-4
216489_at,2.4028940571933563e-4,-3.775714459913812,9.068585115492022e-4
216761_at,2.4063495445517466e-4,-3.7753029770794995,9.080853902498831e-4
217439_at,2.406730815947382e-4,-3.8010594512221894,9.081520404563357e-4
1569417_at,2.409188511052593e-4,-3.77833212451261,9.090021271827125e-4
1564014_at,2.4142906284478535e-4,-3.77440713355131,9.108497418583021e-4
229734_at,2.417666302683748e-4,3.839642690079018,9.120363133750225e-4
234395_at,2.41784680350282e-4,-3.7932638685084594,9.120363133750225e-4
1554789_a_at,2.4182399175705255e-4,3.8042853180652734,9.120500523795414e-4
236803_at,2.4182942909966614e-4,-3.7813026179828713,9.120500523795414e-4
214737_x_at,2.419782001654807e-4,-3.7829984802739505,9.125335797011307e-4
244454_at,2.4200074766638508e-4,-3.7738349629556818,9.125410586077361e-4
216692_at,2.4207125844993152e-4,-3.7822202093621584,9.127293817414998e-4
1562478_at,2.4215580003341503e-4,-3.7738431481745685,9.129705714938651e-4
1554380_at,2.4224637154168175e-4,-3.803418186664872,9.131763100615736e-4
1564690_at,2.422515272573486e-4,-3.7783730395613695,9.131763100615736e-4
235071_at,2.4260664658774087e-4,-3.795900355156378,9.144372668250235e-4
230430_at,2.4281372154791298e-4,-3.7773815985491286,9.151400453277253e-4
200819_s_at,2.4305835778412342e-4,-3.801769077343342,9.159842570420786e-4
1564819_at,2.431604837403085e-4,-3.775658248903824,9.162913099504237e-4
1555307_at,2.4346918516458802e-4,-3.7721800224243114,9.173766741681748e-4
232555_at,2.4349685662063955e-4,3.7858399467257193,9.174030406300628e-4
230568_x_at,2.4353637198721418e-4,-3.7763385986008897,9.174740221523583e-4
1564319_at,2.4356770602195724e-4,-3.772130518191598,9.175141727270249e-4
243463_s_at,2.438566318197514e-4,3.7826868011279196,9.185245766065247e-4
232245_at,2.4403878851989564e-4,-3.771401161238021,9.191326804082812e-4
1569760_at,2.4424733481372737e-4,-3.7711587334440355,9.198400646999196e-4
242382_at,2.443246717259996e-4,-3.7801382058014936,9.200532338629696e-4
223998_at,2.443652355056359e-4,-3.7730250176685254,9.201279020417983e-4
237899_at,2.4446904911425003e-4,-3.771918200849288,9.204406969663028e-4
228426_at,2.447010198487253e-4,3.8044732899282554,9.212359171788569e-4
223269_at,2.4479672507179533e-4,3.77277840668236,9.215180416576958e-4
1556081_at,2.4485062499297953e-4,-3.7706969652505444,9.216427588483728e-4
228166_at,2.449039287386473e-4,-3.7774982749998847,9.217652110074192e-4
221848_at,2.449520077886704e-4,3.7998993282289053,9.218679794438343e-4
214407_x_at,2.4501588242007826e-4,-3.7816828112040617,9.220301715053403e-4
230682_x_at,2.451198829481547e-4,-3.7734241504342845,9.22343322803728e-4
203993_x_at,2.4544366585773546e-4,-3.7707508105852736,9.234050591298865e-4
238640_at,2.4543320459595637e-4,-3.77930047373835,9.234050591298865e-4
241349_at,2.4585005321425054e-4,-3.7806289748714677,9.248555536946735e-4
213831_at,2.4602012856851684e-4,3.7875777527103076,9.254169030455145e-4
244300_at,2.465305091844957e-4,-3.774569215146619,9.27258123839803e-4
202802_at,2.4680858140467896e-4,-3.777080866387255,9.28225341116419e-4
1559031_at,2.468326594101789e-4,-3.7682466765178693,9.282372255361601e-4
236855_at,2.469257767987483e-4,3.8105947722735523,9.285087149770745e-4
212700_x_at,2.47467334572571e-4,-3.7675363231251633,9.304662745007489e-4
223845_at,2.475748042581809e-4,-3.7800436888716615,9.307914885162058e-4
1570156_s_at,2.4820631062906e-4,-3.7687234932195812,9.330076267822565e-4
242233_at,2.4818960407334804e-4,3.771897476889932,9.330076267822565e-4
1564389_at,0.00024823593265647893,-3.7727629089952806,9.330399383052051e-4
218160_at,2.485379351476489e-4,-3.7751805412077735,9.340959491976725e-4
226360_at,2.485764591294175e-4,-3.794562172044566,9.341616170281082e-4
1555762_s_at,2.4877437038858075e-4,-3.7712845099633863,9.348262076376722e-4
236741_at,2.491066190926897e-4,-3.7662739484512118,9.359161986485568e-4
239237_at,2.490936524771598e-4,3.7884343424982507,9.359161986485568e-4
228946_at,2.4945806367629696e-4,3.8027099071943784,9.371572617368505e-4
207490_at,2.4963201815861026e-4,-3.7757527679739944,9.377313811722958e-4
231191_at,2.502391089423244e-4,-3.7781736723780233,9.399323226100935e-4
1563030_at,2.502670911185195e-4,-3.76920837051121,9.399541149947168e-4
240549_at,2.502872748794946e-4,-3.76844593603827,9.399541149947168e-4
219772_s_at,2.503516145435343e-4,3.827950976074345,9.401161796876816e-4
203446_s_at,2.5042458405370293e-4,-3.766889000114748,9.402310616281468e-4
